"ModName","Adj.Rsq","AIC","dAIC","BIC","dBIC","Adj.Rsq.TrainTest","seTT","Response","S_ref","N_ref","N","ndays"
"subregion",0.545928124961016,9004.29975930536,0,9142.28449993377,-5.88741126178502,0.488132249044082,0.00785848584738841,"TA_umol_kg","TAoce_mean","TArefN",861,5
"simple",0.111053874102533,9561.14771307547,-558.329347067624,9594.45437460646,-459.348829610195,0.104282564520676,0.00420753239310723,"TA_umol_kg","TAoce_mean","TArefN",861,6
"weightedEndmember",0.359495163395816,9280.91277290631,-278.09440689847,9323.73562344616,-188.630078449896,0.357282958773222,0.00718905927326954,"TA_umol_kg","TAoce_mean","TArefN",861,6
"cyclicalTime",0.395712183033001,9234.75033565188,-231.931969644031,9296.60556420944,-161.500019213168,0.384449974323484,0.00760574667398929,"TA_umol_kg","TAoce_mean","TArefN",861,6
"environmental",0.476360860804431,9116.32830005862,-113.509934050775,9201.97400113832,-66.8684561420505,0.454613096546023,0.00684575285895315,"TA_umol_kg","TAoce_mean","TArefN",861,6
"modMetabolism",0.537556847611347,9016.15318238557,-13.33481637773,9135.10554499627,0,0.501142143520616,0.00807581672309503,"TA_umol_kg","TAoce_mean","TArefN",861,6
"year",0.539007757799268,9014.41826909058,-11.5999030827334,9138.1287262057,-3.02318120943164,0.496133404053903,0.00758541449053976,"TA_umol_kg","TAoce_mean","TArefN",861,6
"SRnoYear",0.545568133473939,9004.0150894516,-1.19672344375431,9137.24173557558,-2.13619057930737,0.507895163771437,0.00647981038580404,"TA_umol_kg","TAoce_mean","TArefN",861,6
"subregion",0.546708706485243,9002.81836600784,0,9140.80310663625,-5.69756163998136,0.507491568311104,0.00724625777701305,"TA_umol_kg","TAoce_mean","TArefN",861,6
"simple",0.108383750489005,9563.73001874058,-550.357694897666,9597.03668027157,-452.85742720738,0.103218173904004,0.00420808547133463,"TA_umol_kg","TAoce_mean","TArefN",861,7
"weightedEndmember",0.361187505015494,9278.63482833618,-265.262504493265,9321.45767887603,-177.278425811834,0.344175019214868,0.00661346926462276,"TA_umol_kg","TAoce_mean","TArefN",861,7
"cyclicalTime",0.395195191374515,9235.48663961348,-222.114315770565,9297.34186817104,-153.162615106845,0.37886056901507,0.00714208534427119,"TA_umol_kg","TAoce_mean","TArefN",861,7
"environmental",0.474800500089331,9118.89012704851,-105.517803205599,9204.53582812821,-60.3565750640173,0.454840528245008,0.00675063260538772,"TA_umol_kg","TAoce_mean","TArefN",861,7
"modMetabolism",0.532657588207019,9025.2268904535,-11.8545666105874,9144.17925306419,0,0.488782401434603,0.00714465193255977,"TA_umol_kg","TAoce_mean","TArefN",861,7
"year",0.534263160001741,9023.23451210054,-9.86218825762444,9146.94496921566,-2.76571615146531,0.500897280380628,0.00713858989839669,"TA_umol_kg","TAoce_mean","TArefN",861,7
"SRnoYear",0.53985642629327,9014.76946487653,-1.39714103361257,9147.9961110005,-3.81685793630822,0.48018683801103,0.00746584016183089,"TA_umol_kg","TAoce_mean","TArefN",861,7
"subregion",0.541118162803277,9013.37232384291,0,9151.35706447132,-7.17781140712395,0.493889572180708,0.00724932777455711,"TA_umol_kg","TAoce_mean","TArefN",861,7
"simple",0.104124995698279,9567.83274629815,-542.368606711874,9601.13940782914,-447.672777350013,0.1009104997428,0.00443420458140456,"TA_umol_kg","TAoce_mean","TArefN",861,8
"weightedEndmember",0.362196090110585,9277.27436963577,-251.810230049499,9320.09722017562,-166.630589696493,0.345975282629643,0.00679262180593256,"TA_umol_kg","TAoce_mean","TArefN",861,8
"cyclicalTime",0.395528834251857,9235.01153462377,-209.547395037498,9296.86676318133,-143.400132702203,0.36990763700985,0.0074337208443036,"TA_umol_kg","TAoce_mean","TArefN",861,8
"environmental",0.473354512182969,9121.25738911885,-95.7932495325804,9206.90309019855,-53.4364597194235,0.449571287151306,0.00756885960732515,"TA_umol_kg","TAoce_mean","TArefN",861,8
"modMetabolism",0.527589203715175,9034.51426786843,-9.0501282821624,9153.46663047913,0,0.484372090021235,0.00753191604962061,"TA_umol_kg","TAoce_mean","TArefN",861,8
"year",0.52914890014342,9032.63762592903,-7.17348634275913,9156.34808304415,-2.88145256502503,0.489041297876534,0.00617587866708989,"TA_umol_kg","TAoce_mean","TArefN",861,8
"SRnoYear",0.533424349771381,9026.72153552103,-1.25739593475737,9159.948181645,-6.48155116587805,0.491762203774814,0.00694034415162754,"TA_umol_kg","TAoce_mean","TArefN",861,8
"subregion",0.53462819704628,9025.46413958627,0,9163.44888021468,-9.98224973554898,0.500636986184326,0.00710400327196997,"TA_umol_kg","TAoce_mean","TArefN",861,8
"simple",0.0976848231053812,9574.00007205612,-536.695110426039,9607.30673358712,-444.351527644061,0.0948105386842735,0.00389035445918055,"TA_umol_kg","TAoce_mean","TArefN",861,9
"weightedEndmember",0.363659377571979,9275.29674303814,-237.99178140806,9318.11959357799,-155.164387634937,0.358135349509867,0.00651571786809403,"TA_umol_kg","TAoce_mean","TArefN",861,9
"cyclicalTime",0.394953306316147,9235.8309182917,-198.525956661615,9297.68614684926,-134.730940906204,0.368366596865105,0.00750443784457242,"TA_umol_kg","TAoce_mean","TArefN",861,9
"environmental",0.472691737112607,9122.34026284158,-85.0353012114902,9207.98596392127,-45.0307579782166,0.432413420971211,0.00910231167616286,"TA_umol_kg","TAoce_mean","TArefN",861,9
"modMetabolism",0.522354249005978,9044.00284333236,-6.69788170227912,9162.95520594306,0,0.485728802374579,0.00831429493770322,"TA_umol_kg","TAoce_mean","TArefN",861,9
"year",0.524080256438229,9041.85663379062,-4.55167216053451,9165.56709090574,-2.61188496268369,0.471202792546208,0.00731181462418581,"TA_umol_kg","TAoce_mean","TArefN",861,9
"SRnoYear",0.526777967645885,9038.89996609927,-1.59500446918719,9172.12661222325,-9.17140628019115,0.490594966297268,0.00722617737684698,"TA_umol_kg","TAoce_mean","TArefN",861,9
"subregion",0.528184004801831,9037.30496163009,0,9175.28970225849,-12.3344963154323,0.485960832436067,0.0071574248185254,"TA_umol_kg","TAoce_mean","TArefN",861,9
"simple",0.0884709617772818,9582.74746367156,-539.331931453416,9616.05412520255,-449.207765419378,0.0793765423637482,0.00371805288283949,"TA_umol_kg","TAoce_mean","TArefN",861,10
"weightedEndmember",0.364401430650096,9274.29212304235,-230.876590824213,9317.1149735822,-150.268613799029,0.353403430461805,0.00608223601377947,"TA_umol_kg","TAoce_mean","TArefN",861,10
"cyclicalTime",0.394031392682042,9237.14183119535,-193.726298977213,9298.99705975292,-132.150699969741,0.392835364143105,0.00709827719644311,"TA_umol_kg","TAoce_mean","TArefN",861,10
"environmental",0.472367655522758,9122.8692675186,-79.4537353004544,9208.51496859829,-41.66860881512,0.453224396073453,0.00760395147964284,"TA_umol_kg","TAoce_mean","TArefN",861,10
"modMetabolism",0.520190719108795,9047.89399717248,-4.47846495433987,9166.84635978317,0,0.474888643375917,0.00763519261280225,"TA_umol_kg","TAoce_mean","TArefN",861,10
"year",0.522171262591824,9045.30334102952,-1.88780881138155,9169.01379814464,-2.16743836146998,0.494342231188831,0.0081263552379352,"TA_umol_kg","TAoce_mean","TArefN",861,10
"SRnoYear",0.523134183123714,9045.5042266595,-2.0886944413578,9178.73087278348,-11.884513000301,0.482037695224427,0.00708437515857237,"TA_umol_kg","TAoce_mean","TArefN",861,10
"subregion",0.52482358687568,9043.41553221814,0,9181.40027284655,-14.5539130633715,0.473864042707802,0.008650643408711,"TA_umol_kg","TAoce_mean","TArefN",861,10
"simple",0.0807611843149627,9589.99923797203,-536.431181712043,9623.30589950302,-447.414583512304,0.073491736364946,0.00405120736678525,"TA_umol_kg","TAoce_mean","TArefN",861,11
"weightedEndmember",0.364667676767238,9273.93138287694,-220.363326616955,9316.75423341679,-140.86291742607,0.364978062407014,0.00749306785390168,"TA_umol_kg","TAoce_mean","TArefN",861,11
"cyclicalTime",0.393491141011878,9237.90911426943,-184.341058009444,9299.76434282699,-123.873026836271,0.382448750564165,0.00696587280567475,"TA_umol_kg","TAoce_mean","TArefN",861,11
"environmental",0.472850347414368,9122.08124165383,-68.5131853938474,9207.72694273353,-31.8356267428117,0.44016455580627,0.00768746042798713,"TA_umol_kg","TAoce_mean","TArefN",861,11
"modMetabolism",0.51512366982769,9056.93895338002,-3.37089712004126,9175.89131599072,0,0.475748068935992,0.00742877989857268,"TA_umol_kg","TAoce_mean","TArefN",861,11
"year",0.51702341689696,9054.52963788963,-0.961581629642751,9178.24009500475,-2.34877901402979,0.489541543727697,0.00720715816826103,"TA_umol_kg","TAoce_mean","TArefN",861,11
"SRnoYear",0.517545122143626,9055.53681738332,-1.96876112333302,9188.76346350729,-12.8721475165748,0.47606113876453,0.00661681291005943,"TA_umol_kg","TAoce_mean","TArefN",861,11
"subregion",0.519187356080272,9053.56805625998,0,9191.55279688839,-15.6614808976701,0.46299919983436,0.00793502030008033,"TA_umol_kg","TAoce_mean","TArefN",861,11
"simple",0.0778289031681417,9592.74137179489,-527.206025315325,9626.04803332588,-437.884694639579,0.0744549031922859,0.00425947210431707,"TA_umol_kg","TAoce_mean","TArefN",861,12
"weightedEndmember",0.364062929984439,9274.75054366541,-209.215197185842,9317.57339420526,-129.410055518951,0.357427598462345,0.00749605214902276,"TA_umol_kg","TAoce_mean","TArefN",861,12
"cyclicalTime",0.392523111421123,9239.28223360952,-173.746887129959,9301.13746216708,-112.974123480779,0.366235363839391,0.00712152118775559,"TA_umol_kg","TAoce_mean","TArefN",861,12
"environmental",0.472979032598077,9121.87103290465,-56.3356864250891,9207.51673398435,-19.353395298047,0.452946413929556,0.00639735073955332,"TA_umol_kg","TAoce_mean","TArefN",861,12
"modMetabolism",0.508163133474831,9069.21097607561,-3.67562959604766,9188.1633386863,0,0.45857594872985,0.00800589845257112,"TA_umol_kg","TAoce_mean","TArefN",861,12
"year",0.50996108285789,9067.02846527481,-1.49311879524066,9190.73892238993,-2.57558370362131,0.472355551134816,0.00681139827149888,"TA_umol_kg","TAoce_mean","TArefN",861,12
"SRnoYear",0.510927752399737,9067.26606984218,-1.73072336261612,9200.49271596616,-12.3293772798515,0.466499651936555,0.00707374123762689,"TA_umol_kg","TAoce_mean","TArefN",861,12
"subregion",0.512457740750109,9065.53534647956,0,9203.52008710797,-15.3567484216637,0.480421331053167,0.00696738447761224,"TA_umol_kg","TAoce_mean","TArefN",861,12
"simple",0.0769771059672205,9593.53629899032,-518.767443821325,9626.84296052131,-428.103798050539,0.0677313450771667,0.00364680165500818,"TA_umol_kg","TAoce_mean","TArefN",861,13
"weightedEndmember",0.362142929526969,9277.34613049265,-202.577275323658,9320.1689810325,-121.429818561726,0.342585521838955,0.00737792723942741,"TA_umol_kg","TAoce_mean","TArefN",861,13
"cyclicalTime",0.390645163231634,9241.93981500093,-167.170959831938,9303.79504355849,-105.055881087717,0.376308774180134,0.00782106514451597,"TA_umol_kg","TAoce_mean","TArefN",861,13
"environmental",0.472649898697309,9122.40857477426,-47.6397196052712,9208.05427585396,-9.31511338318887,0.446989177369212,0.00662820100055882,"TA_umol_kg","TAoce_mean","TArefN",861,13
"modMetabolism",0.502084553657553,9079.78679986008,-5.01794469108791,9198.73916247077,0,0.454829633670812,0.00848876297573947,"TA_umol_kg","TAoce_mean","TArefN",861,13
"year",0.503924876247454,9077.56931265908,-2.80045749009514,9201.27976977421,-2.54060730343554,0.468319675492613,0.00730935010465823,"TA_umol_kg","TAoce_mean","TArefN",861,13
"SRnoYear",0.505680240735519,9076.45498005386,-1.6861248848727,9209.68162617784,-10.9424637070679,0.453411979560724,0.00745231501214658,"TA_umol_kg","TAoce_mean","TArefN",861,13
"subregion",0.50720111956615,9074.76885516899,0,9212.75359579739,-14.0144333266235,0.459937774062429,0.00726407408188372,"TA_umol_kg","TAoce_mean","TArefN",861,13
"simple",0.0765968322920642,9593.89094697295,-511.097027444746,9627.19760850394,-420.235429470677,0.0680076423747411,0.00385336832180909,"TA_umol_kg","TAoce_mean","TArefN",861,14
"weightedEndmember",0.360703513902361,9279.28691102161,-196.492991493402,9322.10976156145,-115.147582528187,0.341080501509691,0.00713018809507389,"TA_umol_kg","TAoce_mean","TArefN",861,14
"cyclicalTime",0.389233639634893,9243.93194883456,-161.138029306354,9305.78717739212,-98.8249983588503,0.369686261114953,0.00725765250065917,"TA_umol_kg","TAoce_mean","TArefN",861,14
"environmental",0.472396224162956,9122.82264743283,-40.0287279046261,9208.46834851253,-1.50616947926028,0.443685630742096,0.00738133688168036,"TA_umol_kg","TAoce_mean","TArefN",861,14
"modMetabolism",0.497306410724194,9088.00981642257,-5.21589689437133,9206.96217903327,0,0.457833762475831,0.00685770499022491,"TA_umol_kg","TAoce_mean","TArefN",861,14
"year",0.499077955530547,9085.94091440021,-3.1469948720096,9209.65137151533,-2.68919248206657,0.454068730276529,0.00820736152511506,"TA_umol_kg","TAoce_mean","TArefN",861,14
"SRnoYear",0.501148694725107,9084.31201159634,-1.51809206813959,9217.53865772032,-10.5764786870513,0.460544009795735,0.00708241044245216,"TA_umol_kg","TAoce_mean","TArefN",861,14
"subregion",0.502586450022071,9082.7939195282,0,9220.77866015661,-13.8164811233401,0.459589578311874,0.00739757224418575,"TA_umol_kg","TAoce_mean","TArefN",861,14
